celebrity_name,season,week,judge_score_total,judge_score_count,raw_zero_count,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_score_avg
Charli D'Amelio,31,7,39.0,4,0,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,9.75
Cheryl Ladd,31,7,0.0,4,4,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,0.0
Daniel Durant,31,7,36.5,4,0,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,9.125
Gabby Windey,31,7,35.5,4,0,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,8.875
Heidi D'Amelio,31,7,35.0,4,0,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,8.75
Jason Lewis,31,7,0.0,4,4,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,0.0
Jessie James Decker,31,7,0.0,4,4,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,0.0
Jordin Sparks,31,7,34.5,4,0,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,8.625
Joseph Baena,31,7,0.0,4,4,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,0.0
Sam Champion,31,7,0.0,4,4,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,0.0
Selma Blair,31,7,0.0,4,4,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,0.0
Shangela,31,7,36.5,4,0,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,9.125
Teresa Giudice,31,7,0.0,4,4,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,0.0
Trevor Donovan,31,7,39.0,4,0,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,9.75
Vinny Guadagnino,31,7,31.5,4,0,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,7.875
Wayne Brady,31,7,38.0,4,0,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,9.5
Charli D'Amelio,31,8,45.0,4,0,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,11.25
Cheryl Ladd,31,8,0.0,4,4,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,0.0
Daniel Durant,31,8,39.0,4,0,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,9.75
Gabby Windey,31,8,40.0,4,0,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,10.0
Heidi D'Amelio,31,8,35.0,4,0,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,8.75
Jason Lewis,31,8,0.0,4,4,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,0.0
Jessie James Decker,31,8,0.0,4,4,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,0.0
Jordin Sparks,31,8,0.0,4,4,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,0.0
Joseph Baena,31,8,0.0,4,4,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,0.0
Sam Champion,31,8,0.0,4,4,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,0.0
Selma Blair,31,8,0.0,4,4,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,0.0
Shangela,31,8,42.0,4,0,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,10.5
Teresa Giudice,31,8,0.0,4,4,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,0.0
Trevor Donovan,31,8,39.0,4,0,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,9.75
Vinny Guadagnino,31,8,29.0,4,0,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,7.25
Wayne Brady,31,8,45.0,4,0,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,11.25
Charli D'Amelio,31,9,40.0,4,0,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,10.0
Cheryl Ladd,31,9,0.0,4,4,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,0.0
Daniel Durant,31,9,34.5,4,0,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,8.625
Gabby Windey,31,9,40.0,4,0,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,10.0
Heidi D'Amelio,31,9,0.0,4,4,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,0.0
Jason Lewis,31,9,0.0,4,4,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,0.0
Jessie James Decker,31,9,0.0,4,4,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,0.0
Jordin Sparks,31,9,0.0,4,4,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,0.0
Joseph Baena,31,9,0.0,4,4,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,0.0
Sam Champion,31,9,0.0,4,4,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,0.0
Selma Blair,31,9,0.0,4,4,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,0.0
Shangela,31,9,36.5,4,0,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,9.125
Teresa Giudice,31,9,0.0,4,4,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,0.0
Trevor Donovan,31,9,32.5,4,0,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,8.125
Vinny Guadagnino,31,9,0.0,4,4,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,0.0
Wayne Brady,31,9,36.5,4,0,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,9.125
Charli D'Amelio,31,10,40.0,4,0,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,10.0
Cheryl Ladd,31,10,0.0,4,4,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,0.0
Daniel Durant,31,10,0.0,4,4,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,0.0
Gabby Windey,31,10,40.0,4,0,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,10.0
Heidi D'Amelio,31,10,0.0,4,4,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,0.0
Jason Lewis,31,10,0.0,4,4,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,0.0
Jessie James Decker,31,10,0.0,4,4,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,0.0
Jordin Sparks,31,10,0.0,4,4,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,0.0
Joseph Baena,31,10,0.0,4,4,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,0.0
Sam Champion,31,10,0.0,4,4,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,0.0
Selma Blair,31,10,0.0,4,4,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,0.0
Shangela,31,10,38.0,4,0,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,9.5
Teresa Giudice,31,10,0.0,4,4,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,0.0
Trevor Donovan,31,10,0.0,4,4,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,0.0
Vinny Guadagnino,31,10,0.0,4,4,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,0.0
Wayne Brady,31,10,38.0,4,0,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,9.5
Adrian Peterson,32,1,18.0,3,0,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,6.0
Alyson Hannigan,32,1,13.0,3,0,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,4.333333333333333
Ariana Madix,32,1,21.0,3,0,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,7.0
Barry Williams,32,1,16.0,3,0,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,5.333333333333333
Charity Lawson,32,1,22.0,3,0,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,7.333333333333333
Harry Jowsey,32,1,12.0,3,0,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,4.0
Jamie Lynn Spears,32,1,15.0,3,0,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,5.0
Jason Mraz,32,1,21.0,3,0,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,7.0
Lele Pons,32,1,19.0,3,0,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,6.333333333333333
Matt Walsh,32,1,12.0,3,0,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,4.0
Mauricio Umansky,32,1,15.0,3,0,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,5.0
Mira Sorvino,32,1,17.0,3,0,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,5.666666666666667
Tyson Beckford,32,1,12.0,3,0,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,4.0
Xochitl Gomez,32,1,18.0,3,0,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,6.0
Adrian Peterson,32,2,15.0,3,0,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,5.0
Alyson Hannigan,32,2,19.0,3,0,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,6.333333333333333
Ariana Madix,32,2,20.0,3,0,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,6.666666666666667
Barry Williams,32,2,15.0,3,0,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,5.0
Charity Lawson,32,2,21.0,3,0,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,7.0
Harry Jowsey,32,2,15.0,3,0,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,5.0
Jamie Lynn Spears,32,2,16.0,3,0,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,5.333333333333333
Jason Mraz,32,2,24.0,3,0,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,8.0
Lele Pons,32,2,21.0,3,0,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,7.0
Matt Walsh,32,2,0.0,3,3,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,0.0
Mauricio Umansky,32,2,12.0,3,0,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,4.0
Mira Sorvino,32,2,18.0,3,0,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,6.0
Tyson Beckford,32,2,18.0,3,0,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,6.0
Xochitl Gomez,32,2,24.0,3,0,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,8.0
Adrian Peterson,32,3,22.0,4,0,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,5.5
Alyson Hannigan,32,3,24.0,4,0,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,6.0
Ariana Madix,32,3,34.0,4,0,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,8.5
Barry Williams,32,3,25.0,4,0,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,6.25
Charity Lawson,32,3,32.0,4,0,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,8.0
Harry Jowsey,32,3,24.0,4,0,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,6.0
Jamie Lynn Spears,32,3,0.0,4,4,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,0.0
Jason Mraz,32,3,34.0,4,0,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,8.5
Lele Pons,32,3,27.0,4,0,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,6.75
Matt Walsh,32,3,0.0,4,4,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,0.0
Mauricio Umansky,32,3,23.0,4,0,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,5.75
Mira Sorvino,32,3,26.0,4,0,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,6.5
Tyson Beckford,32,3,20.0,4,0,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,5.0
Xochitl Gomez,32,3,32.0,4,0,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,8.0
Adrian Peterson,32,4,21.0,3,0,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,7.0
Alyson Hannigan,32,4,18.0,3,0,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,6.0
Ariana Madix,32,4,25.0,3,0,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,8.333333333333334
Barry Williams,32,4,18.0,3,0,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,6.0
Charity Lawson,32,4,24.0,3,0,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,8.0
Harry Jowsey,32,4,21.0,3,0,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,7.0
Jamie Lynn Spears,32,4,0.0,3,3,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,0.0
Jason Mraz,32,4,24.0,3,0,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,8.0
Lele Pons,32,4,22.0,3,0,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,7.333333333333333
Matt Walsh,32,4,0.0,3,3,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,0.0
Mauricio Umansky,32,4,19.0,3,0,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,6.333333333333333
Mira Sorvino,32,4,21.0,3,0,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,7.0
Tyson Beckford,32,4,0.0,3,3,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,0.0
Xochitl Gomez,32,4,27.0,3,0,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,9.0
Adrian Peterson,32,5,0.0,3,3,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,0.0
Alyson Hannigan,32,5,21.0,3,0,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,7.0
Ariana Madix,32,5,24.0,3,0,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,8.0
Barry Williams,32,5,24.0,3,0,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,8.0
Charity Lawson,32,5,28.0,3,0,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,9.333333333333334
Harry Jowsey,32,5,18.0,3,0,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,6.0
Jamie Lynn Spears,32,5,0.0,3,3,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,0.0
Jason Mraz,32,5,27.0,3,0,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,9.0
Lele Pons,32,5,24.0,3,0,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,8.0
Matt Walsh,32,5,0.0,3,3,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,0.0
Mauricio Umansky,32,5,24.0,3,0,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,8.0
Mira Sorvino,32,5,22.0,3,0,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,7.333333333333333
Tyson Beckford,32,5,0.0,3,3,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,0.0
Xochitl Gomez,32,5,28.0,3,0,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,9.333333333333334
Adrian Peterson,32,6,0.0,4,4,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,0.0
Alyson Hannigan,32,6,31.0,4,0,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,7.75
Ariana Madix,32,6,41.0,4,0,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,10.25
Barry Williams,32,6,32.0,4,0,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,8.0
Charity Lawson,32,6,38.0,4,0,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,9.5
Harry Jowsey,32,6,29.0,4,0,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,7.25
Jamie Lynn Spears,32,6,0.0,4,4,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,0.0
Jason Mraz,32,6,39.0,4,0,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,9.75
Lele Pons,32,6,37.0,4,0,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,9.25
Matt Walsh,32,6,0.0,4,4,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,0.0
Mauricio Umansky,32,6,33.0,4,0,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,8.25
Mira Sorvino,32,6,0.0,4,4,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,0.0
Tyson Beckford,32,6,0.0,4,4,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,0.0
Xochitl Gomez,32,6,42.0,4,0,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,10.5
Adrian Peterson,32,7,0.0,4,4,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,0.0
Alyson Hannigan,32,7,35.0,4,0,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,8.75
Ariana Madix,32,7,37.0,4,0,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,9.25
Barry Williams,32,7,32.5,4,0,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,8.125
Charity Lawson,32,7,36.0,4,0,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,9.0
Harry Jowsey,32,7,32.0,4,0,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,8.0
Jamie Lynn Spears,32,7,0.0,4,4,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,0.0
Jason Mraz,32,7,36.0,4,0,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,9.0
Lele Pons,32,7,36.5,4,0,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,9.125
Matt Walsh,32,7,0.0,4,4,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,0.0
Mauricio Umansky,32,7,0.0,4,4,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,0.0
Mira Sorvino,32,7,0.0,4,4,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,0.0
Tyson Beckford,32,7,0.0,4,4,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,0.0
Xochitl Gomez,32,7,37.0,4,0,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,9.25
Adrian Peterson,32,8,0.0,4,4,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,0.0
Alyson Hannigan,32,8,36.0,4,0,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,9.0
Ariana Madix,32,8,42.0,4,0,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,10.5
Barry Williams,32,8,35.0,4,0,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,8.75
Charity Lawson,32,8,39.0,4,0,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,9.75
Harry Jowsey,32,8,28.0,4,0,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,7.0
Jamie Lynn Spears,32,8,0.0,4,4,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,0.0
Jason Mraz,32,8,33.0,4,0,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,8.25
Lele Pons,32,8,0.0,4,4,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,0.0
Matt Walsh,32,8,0.0,4,4,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,0.0
Mauricio Umansky,32,8,0.0,4,4,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,0.0
Mira Sorvino,32,8,0.0,4,4,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,0.0
Tyson Beckford,32,8,0.0,4,4,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,0.0
Xochitl Gomez,32,8,40.0,4,0,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,10.0
Adrian Peterson,32,9,0.0,4,4,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,0.0
Alyson Hannigan,32,9,32.0,4,0,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,8.0
Ariana Madix,32,9,37.0,4,0,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,9.25
Barry Williams,32,9,0.0,4,4,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,0.0
Charity Lawson,32,9,38.0,4,0,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,9.5
Harry Jowsey,32,9,30.0,4,0,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,7.5
Jamie Lynn Spears,32,9,0.0,4,4,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,0.0
Jason Mraz,32,9,43.0,4,0,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,10.75
Lele Pons,32,9,0.0,4,4,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,0.0
Matt Walsh,32,9,0.0,4,4,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,0.0
Mauricio Umansky,32,9,0.0,4,4,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,0.0
Mira Sorvino,32,9,0.0,4,4,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,0.0
Tyson Beckford,32,9,0.0,4,4,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,0.0
Xochitl Gomez,32,9,41.0,4,0,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,10.25
Adrian Peterson,32,10,0.0,3,3,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,0.0
Alyson Hannigan,32,10,25.5,3,0,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,8.5
Ariana Madix,32,10,29.0,3,0,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,9.666666666666666
Barry Williams,32,10,0.0,3,3,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,0.0
Charity Lawson,32,10,29.5,3,0,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,9.833333333333334
Harry Jowsey,32,10,0.0,3,3,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,0.0
Jamie Lynn Spears,32,10,0.0,3,3,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,0.0
Jason Mraz,32,10,28.5,3,0,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,9.5
Lele Pons,32,10,0.0,3,3,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,0.0
Matt Walsh,32,10,0.0,3,3,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,0.0
Mauricio Umansky,32,10,0.0,3,3,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,0.0
Mira Sorvino,32,10,0.0,3,3,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,0.0
